Source Name	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Comment[EGA_SAMPLE]	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Characteristics[organism part]	Characteristics[disease]	Characteristics[sex]	Characteristics[metastasis site]	Comment[COSMIC_ID]	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Comment[EGA_EXPERIMENT]	Scan Name	Comment[ENA_RUN]	Comment[EGA_RUN]	Comment[SUBMITTED_FILE_NAME]	Comment[ANALYSIS_FILE_NAME]	Factor Value[cell line]	Factor Value[organism part]	Factor Value[disease]
NCI-H187	NCI_H187-sc-2152861	ERS570589	EGAN00001236682	Homo sapiens	NCBI Taxonomy	9606	NCI-H187	lung	small cell lung carcinoma	male	pleura	688007	P-MTAB-68143	12265829_ERX710307	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX710307	sequencing assay	ERX710307	EGAX00001272277	ERR767034	ERR767034	EGAR00001299721	14726_7.cram	HUMAN_37_RNA_seq_NCI-H187_14726_7.ua.bam	NCI-H187	lung	small cell lung carcinoma
NCI-H1993	NCI_H1993-sc-2152862	ERS570590	EGAN00001236683	Homo sapiens	NCBI Taxonomy	9606	NCI-H1993	lung	non-small cell lung adenocarcinoma	female	  	908476	P-MTAB-68143	12265830_ERX710308	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX710308	sequencing assay	ERX710308	EGAX00001272278	ERR767035	ERR767035	EGAR00001299722	14726_8.cram	HUMAN_37_RNA_seq_NCI-H1993_14726_8.ua.bam	NCI-H1993	lung	non-small cell lung adenocarcinoma
NCI-H2135	NCI_H2135-sc-2152863	ERS570591	EGAN00001236684	Homo sapiens	NCBI Taxonomy	9606	NCI-H2135	lung	non-small cell lung carcinoma	not available	  	1298352	P-MTAB-68143	12265831_ERX716517	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716517	sequencing assay	ERX716517	EGAX00001274794	ERR773638	ERR773638	EGAR00001302632	14770_1.cram	HUMAN_37_RNA_seq_NCI-H2135_14770_1.ua.bam	NCI-H2135	lung	non-small cell lung carcinoma
NCI-H2141	NCI_H2141-sc-2152864	ERS570592	EGAN00001236685	Homo sapiens	NCBI Taxonomy	9606	NCI-H2141	lung	small cell lung carcinoma	male	lymph node	688014	P-MTAB-68143	12265832_ERX716518	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716518	sequencing assay	ERX716518	EGAX00001274795	ERR773639	ERR773639	EGAR00001302633	14770_2.cram	HUMAN_37_RNA_seq_NCI-H2141_14770_2.ua.bam	NCI-H2141	lung	small cell lung carcinoma
NCI-H250	NCI_H250-sc-2152865	ERS570593	EGAN00001236686	Homo sapiens	NCBI Taxonomy	9606	NCI-H250	lung	small cell lung carcinoma	male	unspecified	924241	P-MTAB-68143	12265833_ERX716519	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716519	sequencing assay	ERX716519	EGAX00001274796	ERR773640	ERR773640	EGAR00001302634	14770_3.cram	HUMAN_37_RNA_seq_NCI-H250_14770_3.ua.bam	NCI-H250	lung	small cell lung carcinoma
NCI-H3122	NCI_H3122-sc-2152866	ERS570594	EGAN00001236687	Homo sapiens	NCBI Taxonomy	9606	NCI-H3122	lung	lung adenocarcinoma	not available	  	1240190	P-MTAB-68143	12265834_ERX716520	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716520	sequencing assay	ERX716520	EGAX00001274797	ERR773641	ERR773641	EGAR00001302635	14770_4.cram	HUMAN_37_RNA_seq_NCI-H3122_14770_4.ua.bam	NCI-H3122	lung	lung adenocarcinoma
NCI-H345	NCI_H345-sc-2152867	ERS570595	EGAN00001236688	Homo sapiens	NCBI Taxonomy	9606	NCI-H345	lung	small cell lung carcinoma	male	bone marrow	688021	P-MTAB-68143	12265835_ERX716521	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716521	sequencing assay	ERX716521	EGAX00001274798	ERR773642	ERR773642	EGAR00001302636	14770_5.cram	HUMAN_37_RNA_seq_NCI-H345_14770_5.ua.bam	NCI-H345	lung	small cell lung carcinoma
NCI-H378	NCI_H378-sc-2152868	ERS570597	EGAN00001236689	Homo sapiens	NCBI Taxonomy	9606	NCI-H378	lung	small cell lung carcinoma	female	pleura	688022	P-MTAB-68143	12265836_ERX716522	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716522	sequencing assay	ERX716522	EGAX00001274799	ERR773643	ERR773643	EGAR00001302637	14770_6.cram	HUMAN_37_RNA_seq_NCI-H378_14770_6.ua.bam	NCI-H378	lung	small cell lung carcinoma
NCI-H510A	NCI_H510A-sc-2188531	ERS622672	EGAN00001252847	Homo sapiens	NCBI Taxonomy	9606	NCI-H510A	lung	small cell lung carcinoma	male	adrenal gland	753605	P-MTAB-68143	12974908_ERX979517	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979517	sequencing assay	ERX979517	EGAX00001300739	ERR900128	ERR900128	EGAR00001329453	15529_5.cram	HUMAN_37_RNA_seq_NCI-H510A_15529_5.ua.bam	NCI-H510A	lung	small cell lung carcinoma
NCI-H630	NCI_H630-sc-1971668	ERS462779	EGAN00001202177	Homo sapiens	NCBI Taxonomy	9606	NCI-H630	large intestine	colorectal adenocarcinoma	male	  	908482	P-MTAB-68143	10923756_ERX636389	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX636389	sequencing assay	ERX636389	EGAX00001240301	ERR691409	ERR691409	EGAR00001265519	13666_3.cram	HUMAN_37_RNA_seq_NCI-H630_13666_3.ua.bam	NCI-H630	large intestine	colorectal adenocarcinoma
NCI-H64	NCI_H64-sc-2188532	ERS622673	EGAN00001252848	Homo sapiens	NCBI Taxonomy	9606	NCI-H64	lung	small cell lung carcinoma	female	  	688026	P-MTAB-68143	12974909_ERX979518	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979518	sequencing assay	ERX979518	EGAX00001300740	ERR900129	ERR900129	EGAR00001329454	15529_6.cram	HUMAN_37_RNA_seq_NCI-H64_15529_6.ua.bam	NCI-H64	lung	small cell lung carcinoma
NCI-H661	  	  	EGAN00001280538	Homo sapiens	NCBI Taxonomy	9606	NCI-H661	lung	large cell lung carcinoma	male	  	687829	P-MTAB-68143	Extract_NCI-H661	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_NCI-H661	sequencing assay	  	  	ERR1122977	ERR1122977	EGAR00001373440	17066_1#1.cram	HUMAN_37_RNA_seq_NCI-H661_17066_1_plx1.ua.bam	NCI-H661	lung	large cell lung carcinoma
NCI-H720	NCI_H720-sc-2188533	ERS622674	EGAN00001252849	Homo sapiens	NCBI Taxonomy	9606	NCI-H720	lung	atypical carcinoid tumor	male	  	687600	P-MTAB-68143	12974910_ERX979519	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979519	sequencing assay	ERX979519	EGAX00001300741	ERR900130	ERR900130	EGAR00001329455	15529_7.cram	HUMAN_37_RNA_seq_NCI-H720_15529_7.ua.bam	NCI-H720	lung	atypical carcinoid tumor
NCI-H740	NCI_H740-sc-2188534	ERS622675	EGAN00001252850	Homo sapiens	NCBI Taxonomy	9606	NCI-H740	lung	small cell lung carcinoma	male	lymph node	1331055	P-MTAB-68143	12974911_ERX979520	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979520	sequencing assay	ERX979520	EGAX00001300742	ERR900131	ERR900131	EGAR00001329456	15529_8.cram	HUMAN_37_RNA_seq_NCI-H740_15529_8.ua.bam	NCI-H740	lung	small cell lung carcinoma
NCI-H748	NCI_H748-sc-2188554	ERS622695	EGAN00001252870	Homo sapiens	NCBI Taxonomy	9606	NCI-H748	lung	small cell lung carcinoma	male	unspecified	909194	P-MTAB-68143	12974931_ERX979553	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979553	sequencing assay	ERX979553	EGAX00001300775	ERR900164	ERR900164	EGAR00001329489	15552_4.cram	HUMAN_37_RNA_seq_NCI-H748_15552_4.ua.bam	NCI-H748	lung	small cell lung carcinoma
NCI-H835	NCI_H835-sc-2188556	ERS622697	EGAN00001252872	Homo sapiens	NCBI Taxonomy	9606	NCI-H835	lung	carcinoid tumor	female	  	753607	P-MTAB-68143	12974933_ERX979555	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979555	sequencing assay	ERX979555	EGAX00001300777	ERR900166	ERR900166	EGAR00001329491	15552_6.cram	HUMAN_37_RNA_seq_NCI-H835_15552_6.ua.bam	NCI-H835	lung	carcinoid tumor
NCI-H847	NCI_H847-sc-2188557	ERS622698	EGAN00001252873	Homo sapiens	NCBI Taxonomy	9606	NCI-H847	lung	small cell lung carcinoma	male	pleura	1240193	P-MTAB-68143	12974934_ERX979556	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979556	sequencing assay	ERX979556	EGAX00001300778	ERR900167	ERR900167	EGAR00001329492	15552_7.cram	HUMAN_37_RNA_seq_NCI-H847_15552_7.ua.bam	NCI-H847	lung	small cell lung carcinoma
NCI-SNU-1	  	  	EGAN00001266190	Homo sapiens	NCBI Taxonomy	9606	NCI-SNU-1	stomach	gastric adenocarcinoma	male	  	908444	P-MTAB-68143	Extract_NCI-SNU-1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_NCI-SNU-1	sequencing assay	  	  	ERR975461	ERR975461	EGAR00001342604	16098_2.cram	HUMAN_37_RNA_seq_NCI-SNU-1_16098_2.ua.bam	NCI-SNU-1	stomach	gastric adenocarcinoma
NCI-SNU-16	  	  	EGAN00001266191	Homo sapiens	NCBI Taxonomy	9606	NCI-SNU-16	stomach	gastric adenocarcinoma	female	peritoneum	908446	P-MTAB-68143	Extract_NCI-SNU-16	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_NCI-SNU-16	sequencing assay	  	  	ERR975462	ERR975462	EGAR00001342605	16098_3.cram	HUMAN_37_RNA_seq_NCI-SNU-16_16098_3.ua.bam	NCI-SNU-16	stomach	gastric adenocarcinoma
NEC8	  	  	EGAN00001266192	Homo sapiens	NCBI Taxonomy	9606	NEC8	testis	testicular germ cell tumor	male	  	910942	P-MTAB-68143	Extract_NEC8	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_NEC8	sequencing assay	  	  	ERR975463	ERR975463	EGAR00001342606	16098_4.cram	HUMAN_37_RNA_seq_NEC8_16098_4.ua.bam	NEC8	testis	testicular germ cell tumor
NH-12	  	  	EGAN00001266193	Homo sapiens	NCBI Taxonomy	9606	NH-12	peripheral nervous system	adrenal gland neuroblastoma	male	  	908447	P-MTAB-68143	Extract_NH-12	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_NH-12	sequencing assay	  	  	ERR975464	ERR975464	EGAR00001342607	16098_5.cram	HUMAN_37_RNA_seq_NH-12_16098_5.ua.bam	NH-12	peripheral nervous system	adrenal gland neuroblastoma
NKM-1	  	  	EGAN00001266194	Homo sapiens	NCBI Taxonomy	9606	NKM-1	hematopoietic system	acute myeloid leukemia	not available	  	908448	P-MTAB-68143	Extract_NKM-1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_NKM-1	sequencing assay	  	  	ERR975465	ERR975465	EGAR00001342608	16098_6.cram	HUMAN_37_RNA_seq_NKM-1_16098_6.ua.bam	NKM-1	hematopoietic system	acute myeloid leukemia
no-10	  	  	EGAN00001266195	Homo sapiens	NCBI Taxonomy	9606	no-10	brain	anaplastic astrocytoma	male	  	908452	P-MTAB-68143	Extract_no-10	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_no-10	sequencing assay	  	  	ERR975466	ERR975466	EGAR00001342609	16098_7.cram	HUMAN_37_RNA_seq_no-10_16098_7.ua.bam	no-10	brain	anaplastic astrocytoma
no-11	  	  	EGAN00001266196	Homo sapiens	NCBI Taxonomy	9606	no-11	brain	anaplastic astrocytoma	female	  	908450	P-MTAB-68143	Extract_no-11	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_no-11	sequencing assay	  	  	ERR975467	ERR975467	EGAR00001342610	16098_8.cram	HUMAN_37_RNA_seq_no-11_16098_8.ua.bam	no-11	brain	anaplastic astrocytoma
NOS-1	NOS_1-sc-2152869	ERS570598	EGAN00001236690	Homo sapiens	NCBI Taxonomy	9606	NOS-1	bone	osteosarcoma	male	  	925345	P-MTAB-68143	12265837_ERX716523	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716523	sequencing assay	ERX716523	EGAX00001274800	ERR773644	ERR773644	EGAR00001302638	14770_7.cram	HUMAN_37_RNA_seq_NOS-1_14770_7.ua.bam	NOS-1	bone	osteosarcoma
NOS-1	NOS_1-sc-2152826	ERS570552	EGAN00001236647	Homo sapiens	NCBI Taxonomy	9606	NOS-1	bone	osteosarcoma	male	  	925345	P-MTAB-68143	12341571_ERX716527	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716527	sequencing assay	ERX716527	EGAX00001274804	ERR773648	ERR773648	EGAR00001302642	14771_4.cram	HUMAN_37_RNA_seq_NOS-1_14771_4.ua.bam	NOS-1	bone	osteosarcoma
NTERA-2cl-D1	  	  	EGAN00001266197	Homo sapiens	NCBI Taxonomy	9606	NTERA-2cl-D1	testis	testicular germ cell tumor	male	  	908454	P-MTAB-68143	Extract_NTERA-2cl-D1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_NTERA-2cl-D1	sequencing assay	  	  	ERR981485	ERR981485	EGAR00001343351	16117_1.cram	HUMAN_37_RNA_seq_NTERA-2cl-D1_16117_1.ua.bam	NTERA-2cl-D1	testis	testicular germ cell tumor
NY	NY-sc-2152870	ERS570599	EGAN00001236691	Homo sapiens	NCBI Taxonomy	9606	NY	bone	osteosarcoma	not available	  	910849	P-MTAB-68143	12265838_ERX716524	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716524	sequencing assay	ERX716524	EGAX00001274801	ERR773645	ERR773645	EGAR00001302639	14770_8.cram	HUMAN_37_RNA_seq_NY_14770_8.ua.bam	NY	bone	osteosarcoma
OACM5-1	  	  	EGAN00001266198	Homo sapiens	NCBI Taxonomy	9606	OACM5-1	esophagus	esophageal adenocarcinoma	female	lymph node	1503363	P-MTAB-68143	Extract_OACM5-1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OACM5-1	sequencing assay	  	  	ERR981486	ERR981486	EGAR00001343352	16117_2.cram	HUMAN_37_RNA_seq_OACM5-1_16117_2.ua.bam	OACM5-1	esophagus	esophageal adenocarcinoma
OACp4C	  	  	EGAN00001266199	Homo sapiens	NCBI Taxonomy	9606	OACp4C	esophagus	esophageal adenocarcinoma	male	  	1503362	P-MTAB-68143	Extract_OACp4C	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OACp4C	sequencing assay	  	  	ERR981487	ERR981487	EGAR00001343353	16117_3.cram	HUMAN_37_RNA_seq_OACp4C_16117_3.ua.bam	OACp4C	esophagus	esophageal adenocarcinoma
OCI-LY7	  	  	EGAN00001266200	Homo sapiens	NCBI Taxonomy	9606	OCI-LY7	hematopoietic system	diffuse large B cell lymphoma	male	  	1659819	P-MTAB-68143	Extract_OCI-LY7	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OCI-LY7	sequencing assay	  	  	ERR981488	ERR981488	EGAR00001343354	16117_4.cram	HUMAN_37_RNA_seq_OCI-LY7_16117_4.ua.bam	OCI-LY7	hematopoietic system	diffuse large B cell lymphoma
OCUB-M	OCUB_M-sc-2188558	ERS622699	EGAN00001252874	Homo sapiens	NCBI Taxonomy	9606	OCUB-M	breast	breast carcinoma	female	  	909256	P-MTAB-68143	12974935_ERX979557	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979557	sequencing assay	ERX979557	EGAX00001300779	ERR900168	ERR900168	EGAR00001329493	15552_8.cram	HUMAN_37_RNA_seq_OCUB-M_15552_8.ua.bam	OCUB-M	breast	breast carcinoma
OHS	OHS-sc-2152823	ERS570549	EGAN00001236644	Homo sapiens	NCBI Taxonomy	9606	OHS	bone	osteosarcoma	not available	  	not available	P-MTAB-68143	12341568_ERX941646	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX941646	sequencing assay	ERX941646	EGAX00001291967	ERR861996	ERR861996	EGAR00001320650	15223_1.cram	HUMAN_37_RNA_seq_OHS_15223_1.ua.bam	OHS	bone	osteosarcoma
OMC-1	  	  	EGAN00001266201	Homo sapiens	NCBI Taxonomy	9606	OMC-1	uterine cervix	cervical carcinoma	female	  	949154	P-MTAB-68143	Extract_OMC-1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OMC-1	sequencing assay	  	  	ERR981489	ERR981489	EGAR00001343355	16117_5.cram	HUMAN_37_RNA_seq_OMC-1_16117_5.ua.bam	OMC-1	uterine cervix	cervical carcinoma
OSC-19	  	  	EGAN00001266202	Homo sapiens	NCBI Taxonomy	9606	OSC-19	mucosa	head and neck squamous cell carcinoma	male	lymph node	1298362	P-MTAB-68143	Extract_OSC-19	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OSC-19	sequencing assay	  	  	ERR981490	ERR981490	EGAR00001343356	16117_6.cram	HUMAN_37_RNA_seq_OSC-19_16117_6.ua.bam	OSC-19	mucosa	head and neck squamous cell carcinoma
OSC-20	  	  	EGAN00001266203	Homo sapiens	NCBI Taxonomy	9606	OSC-20	mucosa	head and neck squamous cell carcinoma	female	unspecified	1240196	P-MTAB-68143	Extract_OSC-20	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OSC-20	sequencing assay	  	  	ERR981491	ERR981491	EGAR00001343357	16117_7.cram	HUMAN_37_RNA_seq_OSC-20_16117_7.ua.bam	OSC-20	mucosa	head and neck squamous cell carcinoma
OST	OST-sc-2152830	ERS570556	EGAN00001236651	Homo sapiens	NCBI Taxonomy	9606	OST	bone	osteosarcoma	not available	  	not available	P-MTAB-68143	12341575_ERX716530	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716530	sequencing assay	ERX716530	EGAX00001274807	ERR773651	ERR773651	EGAR00001302645	14771_8.cram	HUMAN_37_RNA_seq_OST_14771_8.ua.bam	OST	bone	osteosarcoma
OV-17R	  	  	EGAN00001266204	Homo sapiens	NCBI Taxonomy	9606	OV-17R	ovary	ovarian adenocarcinoma	female	peritoneum	1480361	P-MTAB-68143	Extract_OV-17R	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OV-17R	sequencing assay	  	  	ERR981492	ERR981492	EGAR00001343358	16117_8.cram	HUMAN_37_RNA_seq_OV-17R_16117_8.ua.bam	OV-17R	ovary	ovarian adenocarcinoma
OVCA420	  	  	EGAN00001266205	Homo sapiens	NCBI Taxonomy	9606	OVCA420	ovary	ovarian carcinoma	female	  	1480364	P-MTAB-68143	Extract_OVCA420	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OVCA420	sequencing assay	  	  	ERR975468	ERR975468	EGAR00001342611	16099_1.cram	HUMAN_37_RNA_seq_OVCA420_16099_1.ua.bam	OVCA420	ovary	ovarian carcinoma
OVCA433	  	  	EGAN00001266206	Homo sapiens	NCBI Taxonomy	9606	OVCA433	ovary	ovarian carcinoma	female	  	1480367	P-MTAB-68143	Extract_OVCA433	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OVCA433	sequencing assay	  	  	ERR975469	ERR975469	EGAR00001342612	16099_2.cram	HUMAN_37_RNA_seq_OVCA433_16099_2.ua.bam	OVCA433	ovary	ovarian carcinoma
OVCAR-5	  	  	EGAN00001266207	Homo sapiens	NCBI Taxonomy	9606	OVCAR-5	ovary	ovarian adenocarcinoma	female	  	905969	P-MTAB-68143	Extract_OVCAR-5	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OVCAR-5	sequencing assay	  	  	ERR975470	ERR975470	EGAR00001342613	16099_3.cram	HUMAN_37_RNA_seq_OVCAR-5_16099_3.ua.bam	OVCAR-5	ovary	ovarian adenocarcinoma
OVKATE	  	  	EGAN00001266208	Homo sapiens	NCBI Taxonomy	9606	OVKATE	ovary	ovarian adenocarcinoma	female	  	1240199	P-MTAB-68143	Extract_OVKATE	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OVKATE	sequencing assay	  	  	ERR975471	ERR975471	EGAR00001342614	16099_4.cram	HUMAN_37_RNA_seq_OVKATE_16099_4.ua.bam	OVKATE	ovary	ovarian adenocarcinoma
OVMIU	  	  	EGAN00001266209	Homo sapiens	NCBI Taxonomy	9606	OVMIU	ovary	ovarian carcinoma	female	  	1240200	P-MTAB-68143	Extract_OVMIU	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_OVMIU	sequencing assay	  	  	ERR975472	ERR975472	EGAR00001342615	16099_5.cram	HUMAN_37_RNA_seq_OVMIU_16099_5.ua.bam	OVMIU	ovary	ovarian carcinoma
P30-OHK	  	  	EGAN00001266210	Homo sapiens	NCBI Taxonomy	9606	P30-OHK	hematopoietic system	acute lymphoblastic leukemia	female	  	909252	P-MTAB-68143	Extract_P30-OHK	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_P30-OHK	sequencing assay	  	  	ERR975473	ERR975473	EGAR00001342616	16099_6.cram	HUMAN_37_RNA_seq_P30-OHK_16099_6.ua.bam	P30-OHK	hematopoietic system	acute lymphoblastic leukemia
P32-ISH	  	  	EGAN00001266211	Homo sapiens	NCBI Taxonomy	9606	P32-ISH	hematopoietic system	Burkitts lymphoma	male	  	1330987	P-MTAB-68143	Extract_P32-ISH	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_P32-ISH	sequencing assay	  	  	ERR975474	ERR975474	EGAR00001342617	16099_7.cram	HUMAN_37_RNA_seq_P32-ISH_16099_7.ua.bam	P32-ISH	hematopoietic system	Burkitts lymphoma
PA-1	  	  	EGAN00001266212	Homo sapiens	NCBI Taxonomy	9606	PA-1	ovary	ovarian germ cell tumour	female	peritoneum	909255	P-MTAB-68143	Extract_PA-1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_PA-1	sequencing assay	  	  	ERR975475	ERR975475	EGAR00001342618	16099_8.cram	HUMAN_37_RNA_seq_PA-1_16099_8.ua.bam	PA-1	ovary	ovarian germ cell tumour
PCI-15A	  	  	EGAN00001266213	Homo sapiens	NCBI Taxonomy	9606	PCI-15A	mucosa	head and neck squamous cell carcinoma	not available	  	1240204	P-MTAB-68143	Extract_PCI-15A	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_PCI-15A	sequencing assay	  	  	ERR981493	ERR981493	EGAR00001343359	16132_1.cram	HUMAN_37_RNA_seq_PCI-15A_16132_1.ua.bam	PCI-15A	mucosa	head and neck squamous cell carcinoma
PCI-30	  	  	EGAN00001266214	Homo sapiens	NCBI Taxonomy	9606	PCI-30	mucosa	head and neck squamous cell carcinoma	not available	  	1298529	P-MTAB-68143	Extract_PCI-30	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_PCI-30	sequencing assay	  	  	ERR981494	ERR981494	EGAR00001343360	16132_2.cram	HUMAN_37_RNA_seq_PCI-30_16132_2.ua.bam	PCI-30	mucosa	head and neck squamous cell carcinoma
PCI-38	  	  	EGAN00001266215	Homo sapiens	NCBI Taxonomy	9606	PCI-38	mucosa	head and neck squamous cell carcinoma	not available	  	1240205	P-MTAB-68143	Extract_PCI-38	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_PCI-38	sequencing assay	  	  	ERR981495	ERR981495	EGAR00001343361	16132_3.cram	HUMAN_37_RNA_seq_PCI-38_16132_3.ua.bam	PCI-38	mucosa	head and neck squamous cell carcinoma
PCI-4B	  	  	EGAN00001266216	Homo sapiens	NCBI Taxonomy	9606	PCI-4B	mucosa	head and neck squamous cell carcinoma	not available	  	1298531	P-MTAB-68143	Extract_PCI-4B	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_PCI-4B	sequencing assay	  	  	ERR981496	ERR981496	EGAR00001343362	16132_4.cram	HUMAN_37_RNA_seq_PCI-4B_16132_4.ua.bam	PCI-4B	mucosa	head and neck squamous cell carcinoma
PCI-6A	  	  	EGAN00001266217	Homo sapiens	NCBI Taxonomy	9606	PCI-6A	mucosa	head and neck squamous cell carcinoma	not available	  	1240206	P-MTAB-68143	Extract_PCI-6A	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_PCI-6A	sequencing assay	  	  	ERR981497	ERR981497	EGAR00001343363	16132_5.cram	HUMAN_37_RNA_seq_PCI-6A_16132_5.ua.bam	PCI-6A	mucosa	head and neck squamous cell carcinoma
